Heosemys annandalii
Leucadendron globosum
Protea nubigena
Leucadendron tradouwense
Leucadendron immoderatum
Leucospermum arenarium
Leucadendron flexuosum
Leucadendron macowanii
Mimetes stokoei
Protea inopina
Serruria aemula
Hypocreopsis amplectens
Weinmannia ysabelensis
Hopea scabra
Rosselia bracteata
Aglaia integrifolia
Horsfieldia sepikensis
Myristica brevistipes
Myristica coacta
Myristica simulans
Myristica sogeriensis
Guioa hospita
Elattostachys aiyurensis
Cupaniopsis bullata
Cupaniopsis napaensis
Cupaniopsis phanerophlebia
Calophyllum acutiputamen
Santalum macgregorii
Orania littoralis
Eugenia flavicarpa
Veronica oetaea
Andrias sligoi
Pristimantis atillo
Pristimantis jimenezi
Pristimantis teslai
Pristimantis verrucolatus
Pristimantis chocoensis
Phalaenopsis arunachalensis
Biermannia jainiana
Bulbophyllum arunachalense
Cheirostylis gunnarii
Cheirostylis sessanica
Cheirostylis tippica
Coelogyne hajrae
Cylindrolobus gloensis
Dendrobium nareshbahadurii
Diplomeris josephi
Gastrodia arunachalensis
Neottia confusa
Neottia dihangensis
Pleione arunachalensis
Ponerorchis pathakiana
Rhomboda arunachalensis
Spathoglottis arunachalensis
Pecteilis triflora
Peristylus sahanii
Eulophia obtusa
Dendrobium taprobanium
Isabelcristinia aromatica
Wrightoporia araucariae
Murdannia saddlepeakensis
Myrcia adulterina
Alseodaphnopsis hokouensis
Alseodaphnopsis marlipoensis
Alseodaphnopsis ximengensis
Cinnamomum glauciphyllum
Litsea sessilifructa
Oberonia jhae
Cryptocarya sheikelmudiyana
Gabbiella candida
Gabbiella parva
Gabbiella walleri
Pettancylus toroensis
Thrixspermum changlangensis
Cylindrolobus lohitensis
Quercus pseudosetulosa
Quercus trungkhanhensis
Quercus xuanlienensis
Potamolithus elenae
Potamolithus valchetensis
Gastrotheca litonedis
Haliplus gamma
Stylidium amabile
Melanophryniscus langonei
Euastacus dharawalus
Puya grantii
Gaultheria stereophylla
Krapfia grace-servatiae
Agave pelona
Oberonia bopannae
Haliplus insularis
Calliandra ricoana
Myrcia carassana
Myrcia revoluta
Fagraea dulitensis
Strobilanthes orientalis
Habenaria ankylocentron
Habenaria baliensis
Habenaria cauda-porcelli
Glochidion plagiophyllum
Psychotria yaoundensis
Psychotria torrenticola
Virectaria salicoides
Rhaphidophora bogneri
Caerostris tinamaze
Afrarchaea fernkloofensis
Symplocos paniensis
Myrsine paniensis
Couepia coarctata
Unonopsis sanctae-teresae
Luetzelburgia harleyi
Machaerium androvillosum
Beilschmiedia vestita
Oxandra unibracteata
Unonopsis bauxitae
Eremanthus arboreus
Eremanthus brevifolius
Mezilaurus glabriantha
Kielmeyera decipiens
Handroanthus grandiflorus
Muellera graciliflora
Ocotea grandifructa
Cinnamodendron occhionianum
Dicypellium manausense
Parapiptadenia ilheusana
Sloanea petalata
Macrocarpaea atlantica
Agrotis crinigera
Agrotis fasciata
Agrotis kerri
Agrotis laysanensis
Agrotis photophila
Agrotis procellaris
Agrotis cremata
Agrotis evanescens
Agrotis microreas
Agrotis panoplias
Cyrtostachys bakeri
Licuala longispadix
Myristica brachypoda
Orania bakeri
Orania deflexa
Orania gagavu
Orania grandiflora
Orania longistaminodia
Orania tabubilensis
Psychotria kajewskii
Ptychosperma pullenii
Atelopus halihelos
Atelopus eusebianus
Atelopus monohernandezii
Atelopus pedimarmoratus
Atelopus pictiventris
Telmatobius dankoi
Telmatobius vilamensis
Vepris montisbambutensis
Pandanus bantamensis
Pandanus multifurcatus
Pandanus pleiocephalus
Syzygium bengkulense
Ixora macrocotyla
Carex phylloscirpoides
Nothaphoebe annamensis
Adinandra plagiobasis
Drimycarpus maximus
Pitcairnia woronowii
Pitcairnia macrobotrys
Pitcairnia jaramilloi
Pitcairnia grubbiana
Pitcairnia fosteriana
Pitcairnia arenicola
Mezobromelia bicolor
Bromelia fragilis
Billbergia ambigua
Pitcairnia barrigae
Pitcairnia foreroi
Pitcairnia delicata
Pitcairnia altoatratoensis
Pitcairnia johannis
Pitcairnia occidentalis
Pitcairnia ramosii
Ronnbergia subpetiolata
Ronnbergia viridispica
Steyerbromelia naquenensis
Tillandsia acuminata
Tillandsia brevior
Tillandsia engleriana
Tillandsia excavata
Vriesea hodgei
Werauhia verrucosa
Aechmea baudoensis
Aechmea andaquiensis
Aechmea anomala
Tillandsia rariflora
Pera pulchrifolia
Miconia valentinensis
Symplocos microstyla
Symplocos angulata
Pachira moreirae
Byrsonima martiana
Eriotheca saxicola
Phyllanthus umbratus
Eugenia barrana
Eugenia tumescens
Eugenia culicina
Eugenia amorimii
Mollinedia jorgeorum
Pleroma fragae
Meriania inflata
Eschweilera sphaerocarpa
Acmanthera longifolia
Camellia quangcuongii
Habenaria livingstoniana
Polystachya minima
Myrcia siberiensis
Dicliptera leonotis
Brachyteles arachnoides
Brachyteles hypoxanthus
Callithrix flaviceps
Cebus aequatorialis
Callicebus barbarabrownae
Cebus kaapori
Metrosideros rotundifolia
Metrosideros cherrieri
Polyosma subintegrifolia
Metrosideros whitakeri
Cinclodes palliatus
Dendrobium moiorum
Labramia ambondrombeensis
Englerodendron libassum
Lagothrix flavicauda
Neurobasis anderssoni
Plecturocebus caquetensis
Oedipomidas oedipus
Saguinus bicolor
Ocotea truncata
Salvia lachnaioclada
Sapajus xanthosternos
Barbodes sirang
Barbodes lindog
Oberonia arunachalensis
Thyasira southwardae
Atelopus mindoensis
Lepidodactylus euaensis
Lepidodactylus flaviocularis
Lepidodactylus gardineri
Lepidodactylus oligoporus
Pavonia gerleniae
Pavonia cauliflora
Ocotea thinicola
Eugenia binata
Dendropanax geniculatus
Didymopanax racemiferus
Didymopanax grandigemmus
Hyptidendron roseum
Guatteria attenuata
Peltogyne lecointei
Monteverdia samydiformis
Campomanesia blanchetiana
Bastardiopsis grewiifolia
Ocotea duplocolorata
Banara trinitatis
Pavonia macrobracteolata
Styrax pauciflorus
Cryptocarya wiedensis
Apeiba trombetensis
Myrcia macrantha
Parvoscincus tikbalangi
Arachnothryx sousae
Coursetia robinioides
Dalea schiblii
Desmodium pseudoamplifolium
Eugenia balancanensis
Eugenia inconspicua
Eugenia matudae
Guettarda insularis
Inga appendiculata
Malpighia hintonii
Bunchosia breedlovei
Parathesis perpunctata
Coccoloba lindeniana
Omiltemia guerrerensis
Sloanea veracruzana
Margaritaria hispidula
Grewia chalybaea
Dombeya halapo
Dombeya menalohensis
Mauloutchia annickiae
Hunga longifolia
Paragus thracusi
Goniurosaurus toyamai
Thryophilus nicefori
Thouinia leonis
Testudodiscula testudinalis
Macrocephalon maleo
Bryoria salazinica
Xylopia obtusifolia
Aralia duplex
Elaeocarpus gaussenii
Protosticta myristicaensis
Aralia rex
Magnolia orbiculata
Triangularis nuda
Clathrosepta becki
Margarites manusensis
Gigantidas vrijenhoeki
Lamellomphalus manusensis
Pyropelta yamato
Phymorhynchus oculatus
Adeuomphalus collinsi
Adeuomphalus elegans
Palicourea dunstervilleorum
Styrax hypochryseus
Oncidium alvarezii
Houlletia conspersa
Coryanthes vieirae
Anguloa dubia
Coryanthes toulemondiana
Epidendrum uribei
Cyrtochilum corniculatum
Polycycnis lehmannii
Acineta antioquiae
Coryanthes villegasiana
Lycomormium schmidtii
Polycycnis villegasiana
Cyrtochilum betancurii
Oncidium povedanum
Trevoria chloris
Stanhopea tolimensis
Peristeria cochlearis
Leucostethus bilsa
Atlantihyla melissa
Fucaria mystax
Zephyrarchaea robinsi
Bertmainius pandus
Pollanisus hyacinthus
Bertmainius colonus
Matthewsius rossi
Notonomus clivinoides
Aenigmatinea glatzella
Bertmainius monachus
Pygathrix nigripes
Maratus sarahae
Austrarchaea monteithi
Zephyrarchaea austini
Atelomastix tumula
Atelomastix poustiei
Austrarchaea mcguiganae
Balthasaria mannii
Erica thomensis
Kosciuscola sp. nov. 4 'K. cuneatus Bogong Clade'
Trachypithecus popa
Pseudohydrosme ebo
Lepilemur ahmansoni
Ara rubrogenys
Ara glaucogularis
Lurifax japonicus
Aglaia rubrivenia
Calophyllum piluliferum
Osmoxylon rectibrachiatum
Chisocheton stellatus
Rhampholeon chapmanorum
Scelotes inornatus
Pristimantis nangaritza
Abrahamia darainensis
Cryptocoryne loeiensis
Quadrella mirifica
Wettinia donosoensis
Pycnopodia helianthoides
Myrcia gaudichaudiana
Myrcia schottii
Cuminia eriantha
Cornutia obovata
Ocotea ikonyokpe
Licaria exserta
Licaria quirirafuina
Pleurothyrium arcuatum
Rhodostemonodaphne debilis
Mezilaurus thoroflora
Euphorbia amicorum
Diospyros olivieri
Diospyros taikintana
Diospyros tampolensis
Pachyptila macgillivrayi
Moluccella bucharica
Dendropsophus amicorum
Atelopus carbonerensis
Atelopus chrysocorallus
Atelopus cruciger
Atelopus mucubajiensis
Atelopus oxyrhynchus
Atelopus pinangoi
Atelopus sorianoi
Atelopus tamaense
Aromobates nocturnus
Prostherapis dunni
Aromobates leopardalis
Minyobates steyermarki
Mannophryne neblina
Aromobates alboguttatus
Aromobates duranti
Aromobates haydeeae
Aromobates meridensis
Aromobates molinarii
Aromobates orostoma
Aromobates serranus
Pristimantis anotis
Pristimantis stenodiscus
Pristimantis turumiquirensis
Leptodactylus magistris
Pristimantis kareliae
Pristimantis telefericus
Pristimantis thyellus
Allobates caribe
Mannophryne speeri
Aromobates cannatellai
Aromobates walterarpi
Aromobates zippeli
Pristimantis imthurni
Pristimantis jamescameroni
Pristimantis hoogmoedi
Pristimantis longicorpus
Leichhardtia goromotoorum
Pristimantis phoxocephalus
Dendropanax pachypedunculatus
Epigomphus brillantina
Tectaria vieillardii
Fernandoa lutea
Indotyphlops lazelli
Characidium onca
Dalbergia teijsmannii
Dalbergia ramosii
Dalbergia pinatubensis
Dalbergia obliquifoliolata
Dalbergia negrensis
Dalbergia matthewii
Dalbergia jaherii
Dalbergia grandistipula
Louteridium dendropilosum
Louteridium koelzii
Louteridium tamaulipense
Calliandra mayana
Dirachma somalensis
Euphorbia thulinii
Hildegardia gillettii
Sypheotides indicus
Parkia sherfeseei
Discospermum philippinensis
Discospermum reyesii
Rheinardia ocellata
Bolitoglossa centenorum
Nesospiza wilkinsi
Aneides caryaensis
Senegalia petrensis
Oreotrochilus cyanolaemus
Edwardsia ivelli
Crataegus harbisonii
Villaria uniflora
Curculio vibariae
Curculio quelparticola
Curculio hallasanensis
Polygraphus nobuchii
Teloschistes peruensis
Helianthus inexpectatus
Arenaria livermorensis
Abronia alpina
Isoetes junciformis
Isoetes viridimontana
Calochortus tiburonensis
Dudleya gnoma
Ivesia longibracteata
Afrothismia kupensis
Ardisia betongensis
Barringtonia khaoluangensis
Barringtonia thailandica
Syzygium lakshnakarae
Glochidion santisukii
Chionanthus eriorachis
Vidalasia murina
Psydrax calcicola
Polyosma adangensis
Madhuca chiangmaiensis
Madhuca smitinandii
Madhuca takensis
Gardenia truncata
Urophyllum talangense
Homalium peninsulare
Grewia hypotephra
Syzygium kerrii
Syzygium khaoyaiense
Inga lacustris
Brongniartia proteranthera
Conzattia chiapensis
Gliricidia robusta
Inga colimana
Lonchocarpus grandifoliolatus
Magnolia poqomchi
Magnolia kachinensis
Magnolia ottoi
Magnolia tribouillierana
Magnolia yajlachhi
Clermontia pallida
Humboldtia sanjappae
Julostylis ampumalensis
Syzygium periyarense
Melicope cornuta
Peperomia subpetiolata
Ranunculus hawaiensis
Stenogyne cranwelliae
Stenogyne kauaulaensis
Trichosteleum mastopomatoides
Lepidopilum wallisii
Sphagnum boyacanum
Sphagnum cleefii
Sphagnum diblastoides
Sphagnum santanderense
Sphagnum antioquiense
Bazzania denticulifera
Lejeunea inflexiloba
Cacatua citrinocristata
Vepris elegantissima
Psychotria retrorsipilis
Benstonea inquilina
Diplodiscus parviflorus
Hymenophyllum paniense
Miconia povedae
Vepris laurifolia
Melanochyla fasciculiflora
Cynometra longipedicellata
Tarenna bridsoniana
Vepris schliebenii
Spiranthera speciosa
Erisma arietinum
Senaea janeirensis
Kielmeyera rupestris
Acmanthera fernandesii
Algernonia dimitrii
Algernonia kuhlmannii
Mimosa acroconica
Acanthosyris paulo-alvinii
Williamodendron cinnamomeum
Lecythis schwackei
Lychnophora souzae
Simira grazielae
Paralychnophora atkinsiae
Kielmeyera sigillata
Eugenia vattimoana
Galipea carinata
Mollinedia eugeniifolia
Persea obovata
Couepia carautae
Vatica adenanii
Bouea poilanei
Fagraea umbelliflora
Metrosideros arfakensis
Syzygium carrii
Conophytum arthurolfago
Conophytum phoeniceum
Conophytum ratum
Conophytum regale
Conophytum subfenestratum
Conophytum subterraneum
Conophytum vanheerdei
Conophytum violaciflorum
Conophytum frutescens
Conophytum longibracteatum
Conophytum wettsteinii
Conophytum youngii
Conophytum turrigerum
Conophytum smorenskaduense
Conophytum smaleorum
Conophytum schlechteri
Conophytum pium
Conophytum mirabile
Conophytum khamiesbergense
Conophytum irmae
Conophytum francoiseae
Conophytum cubicum
Conophytum crateriforme
Conophytum confusum
Conophytum comptonii
Conophytum chrisolum
Conophytum chrisocruxum
Conophytum carpianum
Conophytum caroli
Conophytum burgeri
Conophytum bruynsii
Conophytum brunneum
Conophytum achabense
Conophytum acutum
Conophytum antonii
Conophytum bachelorum
Conophytum danielii
Conophytum globosum
Conophytum hanae
Conophytum hermarium
Conophytum hyracis
Conophytum roodiae
Conophytum velutinum
Conophytum buysianum
Conophytum bolusiae
Conophytum calculus
Conophytum ernstii
Xiurenbagrus dorsalis
Liobagrus styani
Liobagrus chenghaiensis
Sinogastromyzon dezeensis
Eurochelidon sirintarae
Neonauclea truncata
Saurauia alvarezii
Saurauia elmeri
Saurauia macgregorii
Saurauia oblancilimba
Saurauia sampad
Neo-uvaria viridifolia
Polyalthia gracilipes
Popowia lanceolata
Cryptocoryne tirtadinatae
Parabotia brevirostris
Protocobitis polylepis
Conophytum concavum
Acheilognathus brevicaudatus
Acheilognathus hypselonotus
Mustelus mento
Gallicolumba menagei
Magnolia clementinana
Magnolia sonlaensis
Loxodonta cyclotis
Gyps africanus
Conraua sagyimase
Joziratia desruisseauxi
Mayataia griveaudi
Gyps bengalensis
Gyps indicus
Gyps rueppelli
Eschweilera mexicana
Inga andersonii
Eugenia mozomboensis
Arachnothryx pauciflora
Arachnothryx tenorioi
Amphitecna fonceti
Gyps tenuirostris
Axinaea reginae
Axinaea flava
Axinaea carolina-telleziae
Meriania ninakurorum
Blakea nareliana
Necrosyrtes monachus
Sarcogyps calvus
Trigonoceps occipitalis
Eugenia letreroana
Eugenia verapazensis
Licaria siphonantha
Ocotea iridescens
Parathesis papillosa
Parathesis subcoriacea
Persea chrysantha
Stanmarkia medialis
Garcinia ramosii
Garcinia samarensis
Terminalia macrantha
Terminalia plagata
Litsea diospyrifolia
Litsea ilocana
Litsea perfulva
Astronia gitingensis
Beccarianthus octodontus
Memecylon elliptifolium
Ficus samarana
Myristica wenzelii
Syzygium brevipaniculatum
Glochidion cenabrei
Homalium palawanense
Colona megacarpa
Hildegardia merrittii
Sterculia mindorensis
Symplocos imperialis
Symplocos verticillifolia
Tapura ferreyrae
Cassipourea subcordata
Eugenia aboukirensis
Eugenia hanoverensis
Miconia proctorii
Miconia nubicola
Dendropanax cordifolius
Psychotria bryonicola
Psychotria hanoverensis
Ardisia byrsonimae
Presbytis percura
Kupea jonii
Nycticebus javanicus
Uvariodendron dzomboense
Phapitreron frontalis
Rinorea villiersii
Rinorea faurei
Orophea sichaikhanii
Alphonsea annulata
Kihansia lovettii
Lonchocarpus aequatorialis
Froesia venezuelensis
Citharexylum subthyrsoideum
Banksia verticillata
Caladenia attenuata
Caladenia luteola
Genoplesium insigne
Genoplesium littorale
Corybas sulcatus
Diuris flavescens
Prasophyllum bagoense
Prasophyllum innubum
Prasophyllum keltonii
Pterostylis oreophila
Pterostylis psammophilus
Rhizanthella johnstonii
Thelymitra adorata
Cyclura collei
Calochilus cupreus
Cleistanthus parvifolius
Cleistanthus major
Cleistanthus oblongatus
Paspalum lilloi
Craterispermum rumpianum
Ternstroemia cameroonensis
Glaucostegus obtusus
Vepris zapfackii
Arthroleptis krokosua
Lophura erythrophthalma
Glaucostegus thouin
Cremastosperma brachypodum
Chomelia ulei
Coussarea tricephala
Geissanthus dentatus
Geissanthus haenkeanus
Geissanthus peruvianus
Miconia longisepala
Miconia sulcata
Myrsine microdonta
Psychotria diminuta
Psychotria weberbaueri
Quararibea bilobata
Vochysia majuscula
Elaeagia ambigua
Eriolarynx iochromoides
Cynometra cebuensis
Polyscias rodriguesiana
Badula ovalifolia
Zanthoxylum paniculatum
Sabal lougheediana
Sommera cusucoana
Beccarianthus puberulus
Buxus pachyphylla
Canthium bipinnatum
Canthium merrillianum
Claoxylon crassipes
Claoxylon crassivenium
Claoxylon spathulatum
Codiaeum macgregorii
Colona longipetiolata
Croton zambalensis
Diplospora sorsogonensis
Dipterocarpus pseudocornutus
Garcinia busuangaensis
Garcinia cordata
Garcinia heterophylla
Garcinia linearifolia
Garcinia loheri
Glochidion cagayanense
Glochidion trichophorum
Glyptopetalum acuminatissimum
Hopea reynosoi
Hopea santosiana
Ilex microthyrsa
Litsea anomala
Litsea catubigensiskos
Litsea globifera
Macaranga balabacensis
Macaranga montana
Melicope glabella
Melicope zambalensis
Memecylon basilanense
Memecylon elongatum
Neolitsea incana
Olea luzonica
Orophea sericea
Pinanga heterophylla
Pinanga negrosensis
Pinanga rigida
Ryparosa cauliflora
Symplocos trisepala
Syzygium brachyurum
Trigonostemon whiteanus
Vaccinium brachytrichum
Vaccinium camiguinense
Vaccinium elegans
Vaccinium nitens
Vatica mendozae
Foetidia rodriguesiana
Syzygium bernardoi
Octoknema mokoko
Oxygyne duncanii
Oberonia attenuata
Balaenoptera ricei
Grias longirachis
Pyrrhosoma elisabethae
Andinobates supata
Pharotis imogene
Aproteles bulmerae
Myotis yanbarensis
Tessmannianthus carinatus
Eugenia brachyblastiflora
Tessmannianthus gordonii
Pandanus palakkadensis
Syzygium courtallense
Pleroma kuhlmannii
Myrceugenia bananalensis
Heisteria huberiana
Cupania radlkoferi
Bradypus pygmaeus
Parmotrema bifidum
Parmotrema pachydermum
Zanda baudinii
Vachellia sekhukhuniensis
Turnix olivii
Plecotus sardus
Plecotus teneriffae
Cyclopsitta coxeni
Croton chittagongensis
Assa wollumbin
Polyommatus humedasae
Hipparchia sbordonii
Pseudochazara williamsi
Meandrina jacksoni
Prasophyllum laxum
Pleioluma tchingouensis
Pleioluma butinii
Pleioluma belepensis
Planchonella ulfii
Planchonella skottsbergii
Afrolychas braueri
Pezoporus occidentalis
Eugenia ilalensis
Grias subbullata
Calycolpus aequatorialis
Quiina zamorensis
Tetrathylacium longirachis
Drosera allantostigma
Phlebopus bruchii
Hericium rajchenbergii
Euglesa maasseni
Alstonia rupestris
Kosciuscola restrictus
Foetidia comorensis
Copiapoa conglomerata
Copiapoa angustiflora
Copiapoa aphanes
Copiapoa australis
Copiapoa decorticans
Copiapoa esmeraldana
Copiapoa leonensis
Copiapoa longispina
Copiapoa mollicula
Copiapoa solaris
Solanum limoncochaense
Solanum mariae
Solanum tergosericeum
Arachis ipaensis
Atelopus gigas
Rectoris longibarbus
Schizothorax microstomus
Schizothorax ninglangensis
Sinocyclocheilus luopingensis
Schizothorax longibarbus
Schizothorax labrosus
Schizothorax biddulphi
Poropuntius cogginii
Leptobotia rubrilabris
Folifer hainanensis
Cyprinus daliensis
Cyprinus megalophthalmus
Cyprinus pellegrini
Leptobotia flavolineata
Onychostoma angustistomatum
Discocheilus multilepis
Poropuntius exiguus
Coreius septentrionalis
Yunnanilus obtusirostris
Yunnanilus bajiangensis
Yunnanilus analis
Troglonectes translucens
Karstsinnectes acridorsalis
Heminoemacheilus hyalinus
Triplophysa parvus
Yunnanilus elakatis
Yunnanilus macrositanus
Triplophysa lacustris
Eonemachilus yangzonghaiensis
Pseudosphegesthes bergeri
Khairuloconcha lunbawangorum
Khairuloconcha sahanae
Unio durieui
Gymnodanio strigatus
Aspiorhynchus laticeps
Aphyocypris lini
Atrilinea macrolepis
Chimarrichthys davidi
Paroreomyza maculata
Colpophyllia breviserialis
Calophyllum parkeri
Calophyllum poilanei
Gallirallus lafresnayanus
Pandanus albifrons
Benstonea undulifolia
Pandanus calvus
Phyllanthus tritepalus
Phyllanthus fractiflexus
Karomia gigas
Cojoba urbanii
Eugenia jeremiensis
Goetzea ekmanii
Tainus pitreanus
Xerocrassa lacipensis
Trichilia florbranca
Gustavia erythrocarpa
Plinia longa
Caseolus pittae
Rhynchobatus mononoke
Glaucostegus younholeei
Altigena discognathoides
Altigena zhui
Anabarilius brevianalis
Anabarilius goldenlineus
Phocoena sinus
Rhagophthalmus hiemalis
Luciola tuberculata
Oculogryphus chenghoiyanae
Calyptrocalyx awa
Calyptrocalyx laxiflorus
Calyptrocalyx leptostachys
Calyptrocalyx pauciflorus
Ptychosperma schefferi
Premna mwadimei
Tulipa bactriana
Tulipa ivasczenkoae
Microcebus berthae
Presbytis femoralis
Parashorea globosa
Shorea teysmanniana
Dipterocarpus coriaceus
Vatica venulosa
Vateriopsis seychellarum
Kinosternon vogti
Monilearia granostriata
Azorivitrina angulosa
Lepidagathis clavata
Tulipa boettgeri
Cyclamen somalense
Aloe ngutwaensis
Dorstenia arachniformis
Areca unipa
Dimorphanthera thibaudifolia
Polyosma trimeniifolia
Litsea subauriculata
Neolitsea arfakensis
Medinilla ferruginescens
Glochidion daviesii
Myrsine arfakensis
Chaetostachydium filiforme
Acronychia arfakensis
Rhysotoechia momiensis
Phyllanthus pindaiensis
Phyllanthus mandjeliaensis
Phyllanthus rozennae
Phyllanthus virgultiramus
Rhinopithecus brelichi
Unio tumidiformis
Glaucostegus granulatus
Pholcus nodong
Sarcocaulon multifidum
Othonna armiana
Tylecodon bodleyae
Hypogeomys antimena
Otidiphaps insularis
Meizotropis pellita
Ptilinopus arcanus
Anisopoda bupleuroides
Gladiopappus vernonioides
Io ambondrombeensis
Perrierosedum madagascariense
Sphaerostylis perrieri
Madagasikaria andersonii
Valiha perrieri
Myotis nimbaensis
Dracaena bugandana
Scleria glomerulata
Cyperus acholiensis
Arabis elgonensis
Phyllanthus denticulatus
Kupeantha yabassi
Uvariopsis dicaprio
Magnolia reynelii
Magnolia zotictla
Cleistanthus meeboldii
Rhinoptilus bitorquatus
Phyllanthus unioensis
Phyllanthus jaffrei
Phyllanthus veillonii
Phyllanthus artensis
Phyllanthus kouaouaensis
Rhodeus cyanorostris
Sinorhodeus microlepis
Spalax istricus
Azurina eupalama
Mauria killipii
Melopyrrha grandis
Apinagia peruviana
Isoetes hewitsonii
Isoetes dispora
Pseudoziziphus celata
Chelonoidis darwini
Ranacephala hogei
Gongylomorphus bojerii
Hemidactylus bouvieri
Disepalum rawagambut
Testudo kleinmanni
Pelagodoxa mesocarpa
Canthodimorpha lawrencei
Copris sexdentatus
Copris sphaeropterus
Nebulasilvius insularis
Parvuhowdenius harrisoni
Sarophorus diabolus
Discophallus amplus
Discophallus philipi
Stenowithius duffeyi
Coursetia intermontana
Ardisia monsalveae
Ardisia smurfitana
Miconia paspaloides
Lobelia dunbariae
Hesperomannia oahuensis
Hesperomannia swezeyi
Aegotheles savesi
Drypetes iliae
Monteverdia hotteana
Monteverdia urbanii
Desmopsis carrillensis
Desmopsis tubiflora
Desmopsis tuberculata
Beilschmiedia osacola
Paleonura coalescens
Perdicula manipurensis
Newtonia scandens
Corrosella pallaryi
Corrosella marocana
Mercuria tingitana
Mercuria bakeri
Corrosella mahouchii
Corrosella wakrimi
Corrosella atlasensis
Pseudamnicola ramosae
Pseudamnicola ouarzazatensis
Sitana fusca
Canariella jandiaensis
Acipenser sinensis
Castanopsis densispinosa
Lithocarpus cinereus
Lithocarpus rufus
Lithocarpus quangnamensis
Lithocarpus orbicularis
Lithocarpus nhatrangensis
Lithocarpus platyphyllus
Lithocarpus stenopus
Lithocarpus orbicarpus
Lithocarpus laouanensis
Lithocarpus concentricus
Lithocarpus toumorangensis
Lithocarpus paviei
Lithocarpus vinhensis
Lithocarpus ochrocarpus
Castanopsis poilanei
Lithocarpus jacksonianus
Lithocarpus eriobotryifolius
Lithocarpus scyphiger
Lithocarpus coalitus
Lithocarpus honbaensis
Lithocarpus rufescens
Lithocarpus songkoensis
Lithocarpus coinhensis
Lithocarpus echinocarpus
Lithocarpus loratifolius
Castanopsis longipes
Lithocarpus elmerrillii
Castanopsis tranninhensis
Castanopsis rufotomentosa
Lithocarpus braianensis
Lithocarpus yersinii
Lithocarpus leucodermis
Mosiera tiburona
Stereospermum leonense
Paranecepsia andrafiabensis
Cordia cicatricosa
Guarea casimiriana
Oreopanax candamoanus
Oreopanax ischnolobus
Oreopanax jelskii
Oreopanax klugii
Sarcaulus wurdackii
Mauria trichothyrsa
Dendropanax marginifer
Sciodaphyllum dolichostylum
Sciodaphyllum euryphyllum
Sciodaphyllum peruvianum
Schizothorax lepidothorax
Diospyros tehno
Freziera spathulifolia
Picramnia bullata
Zanthoxylum albuquerquei
Qualea impexa
Freziera monzonensis
Hynobius glacialis
Porites hadramauti
Oreopanax aquifolius
Oreopanax deinocephalus
Oreopanax gnaphalocephalus
Oreopanax lechleri
Oreopanax pariahuancae
Oreopanax raimondii
Oreopanax stenodactylus
Oreopanax urubambanus
Brunellia briquetii
Protium glaucum
Pseudocalyx pasquierorum
Dichapetalum petaloideum
Candidula conglomeratica
Metafruticicola pieperi
Magnolia cespedesii
Magnolia narinensis
Nototriton picucha
Haliotis rubiginosa
Caseolus galeatus
Wollastonaria vermetiformis
Actinella obserata
Discula tabellata
Discula tectiformis
Discula tetrica
Insulivitrina reticulata
Insulivitrina machadoi
Obelus despreauxii
Truncatellina linearis
Trochoidea cucullus
Cernuella amanda
Craspedaria delphinuloides
Hemicycla eurythyra
Leiostyla cassida
Orcula fuchsi
Leiostyla colvillei
Actinella arridens
Montserratina becasis
Leiostyla abbreviata
Leiostyla cassidula
Leiostyla gibba
Tyrrheniberus sardonius
Tacheocampylaea romagnolii
Leptaxis wollastoni
Napaeus tagamichensis
Caseolus baixoensis
Cernuella aradasii
Hemicycla plicaria
Leiostyla falknerorum
Wollastonaria klausgrohi
Caseolus subcalliferus
Canariella pontelirae
Ichnusomunda sacchii
Xerosecta giustii
Liburnica harpya
Xerogyra fiorii
Helix ceratina
Leiostyla tesselata
Kielmeyera peruviana
Ipomoea pulcherrima
Calycorectes wurdackii
Eugenia discors
Eugenia hexovulata
Eugenia micranthoides
Ardisia martinensis
Clavija jelskii
Valvata kournasi
Stemonoporus bullatus
Stemonoporus nitidus
Cotylelobium lewisianum
Shorea ovalifolia
Stemonoporus latisepalus
Stemonoporus marginalis
Stemonoporus laevifolius
Stemonoporus affinis
Stemonoporus gracilis
Stemonoporus gilimalensis
Balanocarpus kitulgallensis
Stemonoporus scaphifolius
Stemonoporus lanceolatus
Stemonoporus moonii
Pseudopachystela oyemensis
Tlalocohyla celeste
Pristurus assareen
Capurodendron andrafiamenae
Capurodendron birkinshawii
Capurodendron namorokense
Capurodendron randrianaivoi
Bidens mesfinii
Striga pinnatifida
Ceropegia kaariyei
Hyparrhenia claytonii
Ceropegia gypsophila
Lobelia tripartita
Ceropegia ellenbeckii
Indigofera curvirostrata
Solanecio harennensis
Adenia pulchra
Euphorbia kabridarensis
Tragia crenata
Merremia warderensis
Vernonia yabelloana
Ipomoea sofomarensis
Cenchrus thulinii
Adenia gedoensis
Convolvulus bidrensis
Orbea gilbertii
Chlorophytum pterocarpum
Caralluma wilhelmii
Diplolophium boranense
Crotalaria ruspoliana
Seddera ogadenensis
Pelargonium wonchiense
Plicosepalus robustus
Seddera rhodantha
Crotalaria sacculata
Trifolium chilaloense
Phyllanthus borenensis
Herrania kofanorum
Geissanthus lehmannii
Chamaedorea christinae
Ficus archeri
